id,content,metadata,embedding
39,Serviços de ourivesaria e lapidação.,"{""codigo_item"":""39"",""fonte_legal"":""Lei Complementar 116/2003""}",
39.01,Serviços de ourivesaria e lapidação (quando o material for fornecido pelo tomador do serviço).,"{""codigo_item"":""39.01"",""fonte_legal"":""Lei Complementar 116/2003""}",
4,"Serviços de saúde, assistência médica e congêneres.","{""codigo_item"":""4"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.01,Medicina e biomedicina.,"{""codigo_item"":""4.01"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.02,"Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.","{""codigo_item"":""4.02"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.03,"Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres.","{""codigo_item"":""4.03"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.04,Instrumentação cirúrgica.,"{""codigo_item"":""4.04"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.05,Acupuntura.,"{""codigo_item"":""4.05"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.06,"Enfermagem, inclusive serviços auxiliares.","{""codigo_item"":""4.06"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.07,Serviços farmacêuticos.,"{""codigo_item"":""4.07"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.08,"Terapia ocupacional, fisioterapia e fonoaudiologia.","{""codigo_item"":""4.08"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.09,"Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental.","{""codigo_item"":""4.09"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.10,Nutrição.,"{""codigo_item"":""4.10"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.11,Obstetrícia.,"{""codigo_item"":""4.11"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.12,Odontologia.,"{""codigo_item"":""4.12"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.13,Ortóptica.,"{""codigo_item"":""4.13"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.14,Próteses sob encomenda.,"{""codigo_item"":""4.14"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.15,Psicanálise.,"{""codigo_item"":""4.15"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.16,Psicologia.,"{""codigo_item"":""4.16"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.17,"Casas de repouso e de recuperação, creches, asilos e congêneres.","{""codigo_item"":""4.17"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.18,"Inseminação artificial, fertilização in vitro e congêneres.","{""codigo_item"":""4.18"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.19,"Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres.","{""codigo_item"":""4.19"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.20,"Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie.","{""codigo_item"":""4.20"",""fonte_legal"":""Lei Complementar 116/2003""}",
4.21,"Unidade de atendimento, assistência ou tratamento móvel e congêneres.","{""codigo_item"":""4.21"",""fonte_legal"":""Lei Complementar 116/2003""}",
40,Serviços relativos a obras de arte sob encomenda.,"{""codigo_item"":""40"",""fonte_legal"":""Lei Complementar 116/2003""}",
40.01,Obras de arte sob encomenda.,"{""codigo_item"":""40.01"",""fonte_legal"":""Lei Complementar 116/2003""}",
5,Serviços de medicina e assistência veterinária e congêneres.,"{""codigo_item"":""5"",""fonte_legal"":""Lei Complementar 116/2003""}",
5.01,Medicina veterinária e zootecnia.,"{""codigo_item"":""5.01"",""fonte_legal"":""Lei Complementar 116/2003""}",
5.02,"Hospitais, clínicas, ambulatórios, prontos-socorros e congêneres, na área veterinária.","{""codigo_item"":""5.02"",""fonte_legal"":""Lei Complementar 116/2003""}",
5.03,Laboratórios de análise na área veterinária.,"{""codigo_item"":""5.03"",""fonte_legal"":""Lei Complementar 116/2003""}",
5.04,"Inseminação artificial, fertilização in vitro e congêneres.","{""codigo_item"":""5.04"",""fonte_legal"":""Lei Complementar 116/2003""}",
5.05,Bancos de sangue e de órgãos e congêneres.,"{""codigo_item"":""5.05"",""fonte_legal"":""Lei Complementar 116/2003""}",
5.06,"Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie.","{""codigo_item"":""5.06"",""fonte_legal"":""Lei Complementar 116/2003""}",
5.07,"Unidade de atendimento, assistência ou tratamento móvel e congêneres.","{""codigo_item"":""5.07"",""fonte_legal"":""Lei Complementar 116/2003""}",
5.08,"Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres.","{""codigo_item"":""5.08"",""fonte_legal"":""Lei Complementar 116/2003""}",
6,"Serviços de cuidados pessoais, estética, atividades físicas e congêneres.","{""codigo_item"":""6"",""fonte_legal"":""Lei Complementar 116/2003""}",
6.01,"Barbearia, cabeleireiros, manicuros, pedicuros e congêneres.","{""codigo_item"":""6.01"",""fonte_legal"":""Lei Complementar 116/2003""}",
6.02,"Esteticistas, tratamento de pele, depilação e congêneres.","{""codigo_item"":""6.02"",""fonte_legal"":""Lei Complementar 116/2003""}",
6.03,"Banhos, duchas, sauna, massagens e congêneres.","{""codigo_item"":""6.03"",""fonte_legal"":""Lei Complementar 116/2003""}",
6.04,"Ginástica, dança, esportes, natação, artes marciais e demais atividades físicas.","{""codigo_item"":""6.04"",""fonte_legal"":""Lei Complementar 116/2003""}",
6.05,"Centros de emagrecimento, spa e congêneres.","{""codigo_item"":""6.05"",""fonte_legal"":""Lei Complementar 116/2003""}",
7,"Serviços relativos a engenharia, arquitetura, geologia, urbanismo, construção civil, manutenção, limpeza, meio ambiente, saneamento e congêneres.","{""codigo_item"":""7"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.01,"Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.","{""codigo_item"":""7.01"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.02,"Execução, por administração, empreitada ou subempreitada, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).","{""codigo_item"":""7.02"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.03,"Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia; elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia.","{""codigo_item"":""7.03"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.04,Demolição.,"{""codigo_item"":""7.04"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.05,"Reparação, conservação e reforma de edifícios, estradas, pontes, portos e congêneres (exceto o fornecimento de mercadorias produzidas pelo prestador dos serviços, fora do local da prestação dos serviços, que fica sujeito ao ICMS).","{""codigo_item"":""7.05"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.06,"Colocação e instalação de tapetes, carpetes, assoalhos, cortinas, revestimentos de parede, vidros, divisórias, placas de gesso e congêneres, com material fornecido pelo tomador do serviço.","{""codigo_item"":""7.06"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.07,"Recuperação, raspagem, polimento e lustração de pisos e congêneres.","{""codigo_item"":""7.07"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.08,Calafetação.,"{""codigo_item"":""7.08"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.09,"Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer.","{""codigo_item"":""7.09"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.10,"Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres.","{""codigo_item"":""7.10"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.11,"Decoração e jardinagem, inclusive corte e poda de árvores.","{""codigo_item"":""7.11"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.12,"Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos.","{""codigo_item"":""7.12"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.13,"Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres.","{""codigo_item"":""7.13"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.16,"Florestamento, reflorestamento, semeadura, adubação e congêneres.","{""codigo_item"":""7.16"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.17,"Escoramento, contenção de encostas e serviços congêneres.","{""codigo_item"":""7.17"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.18,"Limpeza e dragagem de rios, portos, canais, baías, lagos, lagoas, represas, açudes e congêneres.","{""codigo_item"":""7.18"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.19,"Acompanhamento e fiscalização da execução de obras de engenharia, arquitetura e urbanismo.","{""codigo_item"":""7.19"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.20,"Aerofotogrametria (inclusive interpretação), cartografia, mapeamento, levantamentos topográficos, batimétricos, geográficos, geodésicos, geológicos, geofísicos e congêneres.","{""codigo_item"":""7.20"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.21,"Pesquisa, perfuração, cimentação, mergulho, perfilagem, concretação, testemunhagem, pescaria, estimulação e outros serviços relacionados com a exploração e explotação de petróleo, gás natural e de outros recursos minerais.","{""codigo_item"":""7.21"",""fonte_legal"":""Lei Complementar 116/2003""}",
7.22,Nucleação e bombardeamento de nuvens e congêneres.,"{""codigo_item"":""7.22"",""fonte_legal"":""Lei Complementar 116/2003""}",
8,"Serviços de educação, ensino, orientação pedagógica e educacional, instrução, treinamento e avaliação pessoal de qualquer grau ou natureza.","{""codigo_item"":""8"",""fonte_legal"":""Lei Complementar 116/2003""}",
8.01,"Ensino regular pré-escolar, fundamental, médio e superior.","{""codigo_item"":""8.01"",""fonte_legal"":""Lei Complementar 116/2003""}",
8.02,"Instrução, treinamento, orientação pedagógica e educacional, avaliação de conhecimentos de qualquer natureza.","{""codigo_item"":""8.02"",""fonte_legal"":""Lei Complementar 116/2003""}",
9,"Serviços relativos a hospedagem, turismo, viagens e congêneres.","{""codigo_item"":""9"",""fonte_legal"":""Lei Complementar 116/2003""}",
9.01,"Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).","{""codigo_item"":""9.01"",""fonte_legal"":""Lei Complementar 116/2003""}",
9.02,"Agenciamento, organização, promoção, intermediação e execução de programas de turismo, passeios, viagens, excursões, hospedagens e congêneres.","{""codigo_item"":""9.02"",""fonte_legal"":""Lei Complementar 116/2003""}",
9.03,Guias de turismo.,"{""codigo_item"":""9.03"",""fonte_legal"":""Lei Complementar 116/2003""}",
